4703	265	3	12.91
1317	480	3	9.31
229	800	6	9.82
138	2739	11	26.61
741	243	5	7.01
7295	102	12	14.83
142	3266	6	10.49
44600	172	3	27.98
20348	111	4	14.19
27835	193	5	49.77
4650	202	4	14.84
154	6950	3	8.32
2414	107	22	28.85
20858	161	5	36.51
101	22920	4	7.87
185	6342	3	10.42
217	6632	3	12.91
2750	14070	11	183.54
155	2333	9	22.27
184	2746	5	12.88
252	555	6	7.77
121	2708	20	48.13
16549	126	3	10.01
1337	103	37	7.19
4816	242	3	12.07
46305	117	3	19.2
6955	169	3	9.48
15844	134	3	11.51
1146	1563	4	22.75
2706	1339	13	126.14
899	253	5	9.06
874	413	5	15.11
29934	101	3	6.96
11694	5587	5	73.38
37486	121	3	19.89
111	28074	5	29.27
586	230	8	12.6
26772	109	3	10.71
122	18426	4	15.75
163	406	23	26.09
3292	2536	4	35.88
162	276	23	9.99
1186	274	5	12.28
101	1846	35	14.17
104	724	60	26.19
14	1188	184	31.75
17195	104	4	8.07
285	102	263	80.26
256	1262	7	21.07
14	3547	57	6.73
118	13712	7	31.11
317	1438	6	21.89
314	17548	3	25.04
15852	139	3	12.7
164	307	19	8.28
23182	147	6	49.94
6424	325	4	24.78
105	1007	28	9.37
14	1929	114	24.55
4185	101	17	11.17
798	258	7	15.83
221	151	70	79.41
1345	112	26	24.45
831	418	5	14.87
102	7883	9	7.71
1409	103	40	12.91
901	286	4	6.86
29773	648	4	54.43
1976	15719	9	142.99
399	18337	8	99.87
318	5247	3	15.03
2082	161	7	13.57
11575	125	3	6.86
2391	21	58	227.55
112	13033	12	70.86
247	1390	5	12.12
342	480	9	22.82
3761	2973	3	27.39
629	2921	4	23.43
5228	104	10	8.36
41699	156	3	26.49
3859	377	4	21.17
10311	156	3	11.36
2837	995	4	26.76
162	20501	4	26.4
6739	34920	4	75.15
1576	21177	6	92.48
5933	2025	3	27.71
119	30959	4	25.94
152	1840	8	13.88
1454	3739	3	22.39
2031	491	5	25.13
121	4968	7	12.08
8132	119	4	6.85
3081	209	4	11.85
151	8174	11	66.99
4648	21	10	16.17
